date,facility_id,facility_name,facility_type,packaging_type,total_produced,total_returned,total_reused,total_recycled,total_waste,co2_saved,cost_savings,latitude,longitude
2024-09-17,DC002,Ghent Distribution,Distribution Center,Plastic Bottles,1791,1343,412,931,448,402.9,107.44,51.05,3.7303
2024-09-17,DC002,Ghent Distribution,Distribution Center,Cardboard Cartons,1338,753,121,632,585,150.6,37.65,51.05,3.7303
2024-09-17,DC002,Ghent Distribution,Distribution Center,Wooden Crates,1609,1254,996,258,355,125.4,313.5,51.05,3.7303
2024-09-18,BR001,Brussels Brewery,Brewery,Glass Bottles,433,384,267,117,49,192.0,57.6,50.8503,4.3517
2024-09-18,BR001,Brussels Brewery,Brewery,Aluminum Cans,586,318,92,226,268,254.4,38.16,50.8503,4.3517
2024-09-18,BR001,Brussels Brewery,Brewery,Plastic Bottles,999,469,172,297,530,140.7,37.52,50.8503,4.3517
2024-09-18,BR001,Brussels Brewery,Brewery,Cardboard Cartons,907,396,81,315,511,79.2,19.8,50.8503,4.3517
2024-09-18,BR001,Brussels Brewery,Brewery,Wooden Crates,796,715,496,219,81,71.5,178.75,50.8503,4.3517
2024-09-18,BR002,Leuven Brewery,Brewery,Glass Bottles,496,418,332,86,78,209.0,62.7,50.8798,4.7005
2024-09-18,BR002,Leuven Brewery,Brewery,Aluminum Cans,798,519,181,338,279,415.2,62.28,50.8798,4.7005
2024-09-18,BR002,Leuven Brewery,Brewery,Plastic Bottles,1335,730,161,569,605,219.0,58.4,50.8798,4.7005
2024-09-18,BR002,Leuven Brewery,Brewery,Cardboard Cartons,531,206,40,166,325,41.2,10.3,50.8798,4.7005
2024-09-18,BR002,Leuven Brewery,Brewery,Wooden Crates,542,484,329,155,58,48.4,121.0,50.8798,4.7005
2024-09-18,DC001,Antwerp Distribution,Distribution Center,Glass Bottles,2008,1967,1383,584,41,983.5,295.05,51.2194,4.4025
2024-09-18,DC001,Antwerp Distribution,Distribution Center,Aluminum Cans,1604,1090,350,740,514,872.0,130.8,51.2194,4.4025
2024-09-18,DC001,Antwerp Distribution,Distribution Center,Plastic Bottles,2147,1264,351,913,883,379.2,101.12,51.2194,4.4025
2024-09-18,DC001,Antwerp Distribution,Distribution Center,Cardboard Cartons,917,423,158,265,494,84.6,21.15,51.2194,4.4025
2024-09-18,DC001,Antwerp Distribution,Distribution Center,Wooden Crates,2056,1844,1369,475,212,184.4,461.0,51.2194,4.4025
2024-09-18,DC002,Ghent Distribution,Distribution Center,Glass Bottles,1680,1381,648,733,299,690.5,207.15,51.05,3.7303
2024-09-18,DC002,Ghent Distribution,Distribution Center,Aluminum Cans,2064,1235,539,696,829,988.0,148.2,51.05,3.7303
2024-09-18,DC002,Ghent Distribution,Distribution Center,Plastic Bottles,1010,772,212,560,238,231.6,61.76,51.05,3.7303
2024-09-18,DC002,Ghent Distribution,Distribution Center,Cardboard Cartons,1014,464,153,311,550,92.8,23.2,51.05,3.7303
2024-09-18,DC002,Ghent Distribution,Distribution Center,Wooden Crates,1890,1852,1666,186,38,185.2,463.0,51.05,3.7303
2024-09-19,BR001,Brussels Brewery,Brewery,Glass Bottles,1183,990,598,392,193,495.0,148.5,50.8503,4.3517
2024-09-19,BR001,Brussels Brewery,Brewery,Aluminum Cans,1305,769,246,523,536,615.2,92.28,50.8503,4.3517
2024-09-19,BR001,Brussels Brewery,Brewery,Plastic Bottles,673,352,55,297,321,105.6,28.16,50.8503,4.3517
2024-09-19,BR001,Brussels Brewery,Brewery,Cardboard Cartons,837,280,53,227,557,56.0,14.0,50.8503,4.3517
2024-09-19,BR001,Brussels Brewery,Brewery,Wooden Crates,1269,1243,1103,140,26,124.3,310.75,50.8503,4.3517
2024-09-19,BR002,Leuven Brewery,Brewery,Glass Bottles,1399,1188,1007,181,211,594.0,178.2,50.8798,4.7005
2024-09-19,BR002,Leuven Brewery,Brewery,Aluminum Cans,1097,831,177,654,266,664.8,99.72,50.8798,4.7005
2024-09-19,BR002,Leuven Brewery,Brewery,Plastic Bottles,749,563,199,364,186,168.9,45.04,50.8798,4.7005
2024-09-19,BR002,Leuven Brewery,Brewery,Cardboard Cartons,1288,381,107,274,907,76.2,19.05,50.8798,4.7005
2024-09-19,BR002,Leuven Brewery,Brewery,Wooden Crates,1602,1381,913,468,221,138.1,345.25,50.8798,4.7005
2024-09-19,DC001,Antwerp Distribution,Distribution Center,Glass Bottles,1937,1825,1625,200,112,912.5,273.75,51.2194,4.4025
2024-09-19,DC001,Antwerp Distribution,Distribution Center,Aluminum Cans,1133,691,246,445,442,552.8,82.92,51.2194,4.4025
2024-09-19,DC001,Antwerp Distribution,Distribution Center,Plastic Bottles,1976,1057,265,792,919,317.1,84.56,51.2194,4.4025
2024-09-19,DC001,Antwerp Distribution,Distribution Center,Cardboard Cartons,1315,448,95,353,867,89.6,22.4,51.2194,4.4025
2024-09-19,DC001,Antwerp Distribution,Distribution Center,Wooden Crates,1459,1393,998,395,66,139.3,348.25,51.2194,4.4025
2024-09-19,DC002,Ghent Distribution,Distribution Center,Glass Bottles,1908,1673,1162,511,235,836.5,250.95,51.05,3.7303
2024-09-19,DC002,Ghent Distribution,Distribution Center,Aluminum Cans,1871,1358,284,1074,513,1086.4,162.96,51.05,3.7303
2024-09-19,DC002,Ghent Distribution,Distribution Center,Plastic Bottles,1417,768,288,480,649,230.4,61.44,51.05,3.7303
2024-09-19,DC002,Ghent Distribution,Distribution Center,Cardboard Cartons,1524,685,138,547,839,137.0,34.25,51.05,3.7303
2024-09-19,DC002,Ghent Distribution,Distribution Center,Wooden Crates,2283,2191,1917,274,92,219.1,547.75,51.05,3.7303
2024-09-20,BR001,Brussels Brewery,Brewery,Glass Bottles,1251,854,644,210,397,427.0,128.1,50.8503,4.3517
2024-09-20,BR001,Brussels Brewery,Brewery,Aluminum Cans,1143,781,278,503,362,624.8,93.72,50.8503,4.3517
2024-09-20,BR001,Brussels Brewery,Brewery,Plastic Bottles,599,313,37,276,286,93.9,25.04,50.8503,4.3517
2024-09-20,BR001,Brussels Brewery,Brewery,Cardboard Cartons,808,191,58,133,617,38.2,9.55,50.8503,4.3517
2024-09-20,BR001,Brussels Brewery,Brewery,Wooden Crates,770,751,532,219,19,75.1,187.75,50.8503,4.3517
2024-09-20,BR002,Leuven Brewery,Brewery,Glass Bottles,506,462,246,216,44,231.0,69.3,50.8798,4.7005
2024-09-20,BR002,Leuven Brewery,Brewery,Aluminum Cans,956,710,127,583,246,568.0,85.2,50.8798,4.7005
2024-09-20,BR002,Leuven Brewery,Brewery,Plastic Bottles,435,232,70,162,203,69.6,18.56,50.8798,4.7005
2024-09-20,BR002,Leuven Brewery,Brewery,Cardboard Cartons,1367,429,112,317,938,85.8,21.45,50.8798,4.7005
2024-09-20,BR002,Leuven Brewery,Brewery,Wooden Crates,1311,1284,953,331,27,128.4,321.0,50.8798,4.7005
2024-09-20,DC001,Antwerp Distribution,Distribution Center,Glass Bottles,1180,1101,646,455,79,550.5,165.15,51.2194,4.4025
2024-09-20,DC001,Antwerp Distribution,Distribution Center,Aluminum Cans,1770,1421,631,790,349,1136.8,170.52,51.2194,4.4025
2024-09-20,DC001,Antwerp Distribution,Distribution Center,Plastic Bottles,1164,410,90,320,754,123.0,32.8,51.2194,4.4025
2024-09-20,DC001,Antwerp Distribution,Distribution Center,Cardboard Cartons,814,372,104,268,442,74.4,18.6,51.2194,4.4025
2024-09-20,DC001,Antwerp Distribution,Distribution Center,Wooden Crates,919,900,665,235,19,90.0,225.0,51.2194,4.4025
2024-09-20,DC002,Ghent Distribution,Distribution Center,Glass Bottles,1966,1688,1155,533,278,844.0,253.2,51.05,3.7303
2024-09-20,DC002,Ghent Distribution,Distribution Center,Aluminum Cans,1840,1594,518,1076,246,1275.2,191.28,51.05,3.7303
2024-09-20,DC002,Ghent Distribution,Distribution Center,Plastic Bottles,899,569,147,422,330,170.7,45.52,51.05,3.7303
2024-09-20,DC002,Ghent Distribution,Distribution Center,Cardboard Cartons,1178,413,106,307,765,82.6,20.65,51.05,3.7303
2024-09-20,DC002,Ghent Distribution,Distribution Center,Wooden Crates,913,894,677,217,19,89.4,223.5,51.05,3.7303
2024-09-21,BR001,Brussels Brewery,Brewery,Glass Bottles,271,238,214,24,33,119.0,35.7,50.8503,4.3517
2024-09-21,BR001,Brussels Brewery,Brewery,Aluminum Cans,566,473,126,347,93,378.4,56.76,50.8503,4.3517
2024-09-21,BR001,Brussels Brewery,Brewery,Plastic Bottles,310,223,57,166,87,66.9,17.84,50.8503,4.3517
2024-09-21,BR001,Brussels Brewery,Brewery,Cardboard Cartons,747,149,29,120,598,29.8,7.45,50.8503,4.3517
2024-09-21,BR001,Brussels Brewery,Brewery,Wooden Crates,475,362,276,86,113,36.2,90.5,50.8503,4.3517
2024-09-21,BR002,Leuven Brewery,Brewery,Glass Bottles,515,438,380,58,77,219.0,65.7,50.8798,4.7005
2024-09-21,BR002,Leuven Brewery,Brewery,Aluminum Cans,900,704,195,509,196,563.2,84.48,50.8798,4.7005
2024-09-21,BR002,Leuven Brewery,Brewery,Plastic Bottles,719,491,49,442,228,147.3,39.28,50.8798,4.7005
2024-09-21,BR002,Leuven Brewery,Brewery,Cardboard Cartons,451,191,72,119,260,38.2,9.55,50.8798,4.7005
2024-09-21,BR002,Leuven Brewery,Brewery,Wooden Crates,772,619,557,62,153,61.9,154.75,50.8798,4.7005
2024-09-21,DC001,Antwerp Distribution,Distribution Center,Glass Bottles,611,540,355,185,71,270.0,81.0,51.2194,4.4025
2024-09-21,DC001,Antwerp Distribution,Distribution Center,Aluminum Cans,1194,971,511,460,223,776.8,116.52,51.2194,4.4025
2024-09-21,DC001,Antwerp Distribution,Distribution Center,Plastic Bottles,1403,867,281,586,536,260.1,69.36,51.2194,4.4025
2024-09-21,DC001,Antwerp Distribution,Distribution Center,Cardboard Cartons,1351,478,102,376,873,95.6,23.9,51.2194,4.4025
2024-09-21,DC001,Antwerp Distribution,Distribution Center,Wooden Crates,1044,1023,730,293,21,102.3,255.75,51.2194,4.4025
2024-09-21,DC002,Ghent Distribution,Distribution Center,Glass Bottles,1049,899,586,313,150,449.5,134.85,51.05,3.7303
2024-09-21,DC002,Ghent Distribution,Distribution Center,Aluminum Cans,947,755,251,504,192,604.0,90.6,51.05,3.7303
2024-09-21,DC002,Ghent Distribution,Distribution Center,Plastic Bottles,720,506,125,381,214,151.8,40.48,51.05,3.7303
2024-09-21,DC002,Ghent Distribution,Distribution Center,Cardboard Cartons,1254,467,94,373,787,93.4,23.35,51.05,3.7303
2024-09-21,DC002,Ghent Distribution,Distribution Center,Wooden Crates,947,857,717,140,90,85.7,214.25,51.05,3.7303
2024-09-22,BR001,Brussels Brewery,Brewery,Glass Bottles,641,593,360,233,48,296.5,88.95,50.8503,4.3517
2024-09-22,BR001,Brussels Brewery,Brewery,Aluminum Cans,427,357,155,202,70,285.6,42.84,50.8503,4.3517
2024-09-22,BR001,Brussels Brewery,Brewery,Plastic Bottles,333,213,103,110,120,63.9,17.04,50.8503,4.3517
2024-09-22,BR001,Brussels Brewery,Brewery,Cardboard Cartons,335,108,18,90,227,21.6,5.4,50.8503,4.3517
2024-09-22,BR001,Brussels Brewery,Brewery,Wooden Crates,889,686,617,69,203,68.6,171.5,50.8503,4.3517
2024-09-22,BR002,Leuven Brewery,Brewery,Glass Bottles,664,607,421,186,57,303.5,91.05,50.8798,4.7005
2024-09-22,BR002,Leuven Brewery,Brewery,Aluminum Cans,589,458,85,373,131,366.4,54.96,50.8798,4.7005
2024-09-22,BR002,Leuven Brewery,Brewery,Plastic Bottles,657,554,173,381,103,166.2,44.32,50.8798,4.7005
2024-09-22,BR002,Leuven Brewery,Brewery,Cardboard Cartons,645,265,98,167,380,53.0,13.25,50.8798,4.7005
2024-09-22,BR002,Leuven Brewery,Brewery,Wooden Crates,700,686,564,122,14,68.6,171.5,50.8798,4.7005
2024-09-22,DC001,Antwerp Distribution,Distribution Center,Glass Bottles,1332,1026,766,260,306,513.0,153.9,51.2194,4.4025
2024-09-22,DC001,Antwerp Distribution,Distribution Center,Aluminum Cans,1199,1124,488,636,75,899.2,134.88,51.2194,4.4025
2024-09-22,DC001,Antwerp Distribution,Distribution Center,Plastic Bottles,533,404,100,304,129,121.2,32.32,51.2194,4.4025
2024-09-22,DC001,Antwerp Distribution,Distribution Center,Cardboard Cartons,1144,344,98,246,800,68.8,17.2,51.2194,4.4025
2024-09-22,DC001,Antwerp Distribution,Distribution Center,Wooden Crates,1124,1074,966,108,50,107.4,268.5,51.2194,4.4025
2024-09-22,DC002,Ghent Distribution,Distribution Center,Glass Bottles,1117,760,648,112,357,380.0,114.0,51.05,3.7303
2024-09-22,DC002,Ghent Distribution,Distribution Center,Aluminum Cans,577,423,108,315,154,338.4,50.76,51.05,3.7303
2024-09-22,DC002,Ghent Distribution,Distribution Center,Plastic Bottles,540,269,36,233,271,80.7,21.52,51.05,3.7303
2024-09-22,DC002,Ghent Distribution,Distribution Center,Cardboard Cartons,877,422,129,293,455,84.4,21.1,51.05,3.7303
2024-09-22,DC002,Ghent Distribution,Distribution Center,Wooden Crates,1198,983,659,324,215,98.3,245.75,51.05,3.7303
2024-09-23,BR001,Brussels Brewery,Brewery,Glass Bottles,956,780,676,104,176,390.0,117.0,50.8503,4.3517
2024-09-23,BR001,Brussels Brewery,Brewery,Aluminum Cans,579,419,62,357,160,335.2,50.28,50.8503,4.3517
2024-09-23,BR001,Brussels Brewery,Brewery,Plastic Bottles,808,464,126,338,344,139.2,37.12,50.8503,4.3517
2024-09-23,BR001,Brussels Brewery,Brewery,Cardboard Cartons,714,142,41,101,572,28.4,7.1,50.8503,4.3517
2024-09-23,BR001,Brussels Brewery,Brewery,Wooden Crates,712,659,573,86,53,65.9,164.75,50.8503,4.3517
2024-09-23,BR002,Leuven Brewery,Brewery,Glass Bottles,1280,1254,1019,235,26,627.0,188.1,50.8798,4.7005
2024-09-23,BR002,Leuven Brewery,Brewery,Aluminum Cans,1136,821,155,666,315,656.8,98.52,50.8798,4.7005
2024-09-23,BR002,Leuven Brewery,Brewery,Plastic Bottles,630,540,165,375,90,162.0,43.2,50.8798,4.7005
2024-09-23,BR002,Leuven Brewery,Brewery,Cardboard Cartons,1093,438,130,308,655,87.6,21.9,50.8798,4.7005
2024-09-23,BR002,Leuven Brewery,Brewery,Wooden Crates,701,679,533,146,22,67.9,169.75,50.8798,4.7005
2024-09-23,DC001,Antwerp Distribution,Distribution Center,Glass Bottles,1258,997,643,354,261,498.5,149.55,51.2194,4.4025
2024-09-23,DC001,Antwerp Distribution,Distribution Center,Aluminum Cans,1560,1164,285,879,396,931.2,139.68,51.2194,4.4025
2024-09-23,DC001,Antwerp Distribution,Distribution Center,Plastic Bottles,1210,639,198,441,571,191.7,51.12,51.2194,4.4025
2024-09-23,DC001,Antwerp Distribution,Distribution Center,Cardboard Cartons,2235,837,376,461,1398,167.4,41.85,51.2194,4.4025
2024-09-23,DC001,Antwerp Distribution,Distribution Center,Wooden Crates,2315,1585,1426,159,730,158.5,396.25,51.2194,4.4025
2024-09-23,DC002,Ghent Distribution,Distribution Center,Glass Bottles,924,900,443,457,24,450.0,135.0,51.05,3.7303
2024-09-23,DC002,Ghent Distribution,Distribution Center,Aluminum Cans,1528,1093,287,806,435,874.4,131.16,51.05,3.7303
2024-09-23,DC002,Ghent Distribution,Distribution Center,Plastic Bottles,2126,976,216,760,1150,292.8,78.08,51.05,3.7303
2024-09-23,DC002,Ghent Distribution,Distribution Center,Cardboard Cartons,2214,639,303,336,1575,127.8,31.95,51.05,3.7303
2024-09-23,DC002,Ghent Distribution,Distribution Center,Wooden Crates,2206,2161,1944,217,45,216.1,540.25,51.05,3.7303
2024-09-24,BR001,Brussels Brewery,Brewery,Glass Bottles,1303,1201,705,496,102,600.5,180.15,50.8503,4.3517
2024-09-24,BR001,Brussels Brewery,Brewery,Aluminum Cans,560,390,136,254,170,312.0,46.8,50.8503,4.3517
2024-09-24,BR001,Brussels Brewery,Brewery,Plastic Bottles,482,230,85,145,252,69.0,18.4,50.8503,4.3517
2024-09-24,BR001,Brussels Brewery,Brewery,Cardboard Cartons,1469,552,144,408,917,110.4,27.6,50.8503,4.3517
2024-09-24,BR001,Brussels Brewery,Brewery,Wooden Crates,1287,1261,1064,197,26,126.1,315.25,50.8503,4.3517
2024-09-24,BR002,Leuven Brewery,Brewery,Glass Bottles,424,345,281,64,79,172.5,51.75,50.8798,4.7005
2024-09-24,BR002,Leuven Brewery,Brewery,Aluminum Cans,553,354,128,226,199,283.2,42.48,50.8798,4.7005
2024-09-24,BR002,Leuven Brewery,Brewery,Plastic Bottles,788,519,139,380,269,155.7,41.52,50.8798,4.7005
2024-09-24,BR002,Leuven Brewery,Brewery,Cardboard Cartons,672,290,50,240,382,58.0,14.5,50.8798,4.7005
2024-09-24,BR002,Leuven Brewery,Brewery,Wooden Crates,1066,1044,815,229,22,104.4,261.0,50.8798,4.7005
2024-09-24,DC001,Antwerp Distribution,Distribution Center,Glass Bottles,1597,1273,1024,249,324,636.5,190.95,51.2194,4.4025
2024-09-24,DC001,Antwerp Distribution,Distribution Center,Aluminum Cans,1589,1079,171,908,510,863.2,129.48,51.2194,4.4025
2024-09-24,DC001,Antwerp Distribution,Distribution Center,Plastic Bottles,1151,511,184,327,640,153.3,40.88,51.2194,4.4025
2024-09-24,DC001,Antwerp Distribution,Distribution Center,Cardboard Cartons,2218,603,286,317,1615,120.6,30.15,51.2194,4.4025
2024-09-24,DC001,Antwerp Distribution,Distribution Center,Wooden Crates,1458,1081,972,109,377,108.1,270.25,51.2194,4.4025
2024-09-24,DC002,Ghent Distribution,Distribution Center,Glass Bottles,2281,1986,1370,616,295,993.0,297.9,51.05,3.7303
2024-09-24,DC002,Ghent Distribution,Distribution Center,Aluminum Cans,897,623,211,412,274,498.4,74.76,51.05,3.7303
2024-09-24,DC002,Ghent Distribution,Distribution Center,Plastic Bottles,1070,637,261,376,433,191.1,50.96,51.05,3.7303
2024-09-24,DC002,Ghent Distribution,Distribution Center,Cardboard Cartons,1422,585,184,401,837,117.0,29.25,51.05,3.7303
2024-09-24,DC002,Ghent Distribution,Distribution Center,Wooden Crates,804,734,583,151,70,73.4,183.5,51.05,3.7303
2024-09-25,BR001,Brussels Brewery,Brewery,Glass Bottles,1040,916,484,432,124,458.0,137.4,50.8503,4.3517
2024-09-25,BR001,Brussels Brewery,Brewery,Aluminum Cans,835,513,192,321,322,410.4,61.56,50.8503,4.3517
2024-09-25,BR001,Brussels Brewery,Brewery,Plastic Bottles,1145,706,198,508,439,211.8,56.48,50.8503,4.3517
2024-09-25,BR001,Brussels Brewery,Brewery,Cardboard Cartons,867,348,116,232,519,69.6,17.4,50.8503,4.3517
2024-09-25,BR001,Brussels Brewery,Brewery,Wooden Crates,1093,979,707,272,114,97.9,244.75,50.8503,4.3517
2024-09-25,BR002,Leuven Brewery,Brewery,Glass Bottles,1542,1340,806,534,202,670.0,201.0,50.8798,4.7005
2024-09-25,BR002,Leuven Brewery,Brewery,Aluminum Cans,1598,1263,163,1100,335,1010.4,151.56,50.8798,4.7005
2024-09-25,BR002,Leuven Brewery,Brewery,Plastic Bottles,1311,921,319,602,390,276.3,73.68,50.8798,4.7005
2024-09-25,BR002,Leuven Brewery,Brewery,Cardboard Cartons,1485,632,251,381,853,126.4,31.6,50.8798,4.7005
2024-09-25,BR002,Leuven Brewery,Brewery,Wooden Crates,1578,1546,1391,155,32,154.6,386.5,50.8798,4.7005
2024-09-25,DC001,Antwerp Distribution,Distribution Center,Glass Bottles,1598,1064,608,456,534,532.0,159.6,51.2194,4.4025
2024-09-25,DC001,Antwerp Distribution,Distribution Center,Aluminum Cans,1054,724,219,505,330,579.2,86.88,51.2194,4.4025
2024-09-25,DC001,Antwerp Distribution,Distribution Center,Plastic Bottles,1111,724,164,560,387,217.2,57.92,51.2194,4.4025
2024-09-25,DC001,Antwerp Distribution,Distribution Center,Cardboard Cartons,1286,538,120,418,748,107.6,26.9,51.2194,4.4025
2024-09-25,DC001,Antwerp Distribution,Distribution Center,Wooden Crates,1156,1027,677,350,129,102.7,256.75,51.2194,4.4025
2024-09-25,DC002,Ghent Distribution,Distribution Center,Glass Bottles,2388,1809,1021,788,579,904.5,271.35,51.05,3.7303
2024-09-25,DC002,Ghent Distribution,Distribution Center,Aluminum Cans,895,583,236,347,312,466.4,69.96,51.05,3.7303
2024-09-25,DC002,Ghent Distribution,Distribution Center,Plastic Bottles,1750,883,497,386,867,264.9,70.64,51.05,3.7303
2024-09-25,DC002,Ghent Distribution,Distribution Center,Cardboard Cartons,2006,901,286,615,1105,180.2,45.05,51.05,3.7303
2024-09-25,DC002,Ghent Distribution,Distribution Center,Wooden Crates,1689,1459,1269,190,230,145.9,364.75,51.05,3.7303
2024-09-26,BR001,Brussels Brewery,Brewery,Glass Bottles,499,395,281,114,104,197.5,59.25,50.8503,4.3517
2024-09-26,BR001,Brussels Brewery,Brewery,Aluminum Cans,914,895,259,636,19,716.0,107.4,50.8503,4.3517
2024-09-26,BR001,Brussels Brewery,Brewery,Plastic Bottles,493,352,80,272,141,105.6,28.16,50.8503,4.3517
2024-09-26,BR001,Brussels Brewery,Brewery,Cardboard Cartons,481,190,90,100,291,38.0,9.5,50.8503,4.3517
2024-09-26,BR001,Brussels Brewery,Brewery,Wooden Crates,1357,1204,1083,121,153,120.4,301.0,50.8503,4.3517
2024-09-26,BR002,Leuven Brewery,Brewery,Glass Bottles,1181,1087,699,388,94,543.5,163.05,50.8798,4.7005
2024-09-26,BR002,Leuven Brewery,Brewery,Aluminum Cans,1223,994,394,600,229,795.2,119.28,50.8798,4.7005
2024-09-26,BR002,Leuven Brewery,Brewery,Plastic Bottles,1270,840,120,720,430,252.0,67.2,50.8798,4.7005
2024-09-26,BR002,Leuven Brewery,Brewery,Cardboard Cartons,657,215,59,156,442,43.0,10.75,50.8798,4.7005
2024-09-26,BR002,Leuven Brewery,Brewery,Wooden Crates,493,464,399,65,29,46.4,116.0,50.8798,4.7005
2024-09-26,DC001,Antwerp Distribution,Distribution Center,Glass Bottles,2374,2060,1166,894,314,1030.0,309.0,51.2194,4.4025
2024-09-26,DC001,Antwerp Distribution,Distribution Center,Aluminum Cans,1632,1286,464,822,346,1028.8,154.32,51.2194,4.4025
2024-09-26,DC001,Antwerp Distribution,Distribution Center,Plastic Bottles,931,610,248,362,321,183.0,48.8,51.2194,4.4025
2024-09-26,DC001,Antwerp Distribution,Distribution Center,Cardboard Cartons,2195,1061,367,694,1134,212.2,53.05,51.2194,4.4025
2024-09-26,DC001,Antwerp Distribution,Distribution Center,Wooden Crates,1104,1041,659,382,63,104.1,260.25,51.2194,4.4025
2024-09-26,DC002,Ghent Distribution,Distribution Center,Glass Bottles,912,814,586,228,98,407.0,122.1,51.05,3.7303
2024-09-26,DC002,Ghent Distribution,Distribution Center,Aluminum Cans,1775,1379,237,1142,396,1103.2,165.48,51.05,3.7303
2024-09-26,DC002,Ghent Distribution,Distribution Center,Plastic Bottles,911,448,181,267,463,134.4,35.84,51.05,3.7303
2024-09-26,DC002,Ghent Distribution,Distribution Center,Cardboard Cartons,1906,754,277,477,1152,150.8,37.7,51.05,3.7303
2024-09-26,DC002,Ghent Distribution,Distribution Center,Wooden Crates,2213,2108,1692,416,105,210.8,527.0,51.05,3.7303
2024-09-27,BR001,Brussels Brewery,Brewery,Glass Bottles,785,740,479,261,45,370.0,111.0,50.8503,4.3517
2024-09-27,BR001,Brussels Brewery,Brewery,Aluminum Cans,1061,805,204,601,256,644.0,96.6,50.8503,4.3517
2024-09-27,BR001,Brussels Brewery,Brewery,Plastic Bottles,596,331,89,242,265,99.3,26.48,50.8503,4.3517
2024-09-27,BR001,Brussels Brewery,Brewery,Cardboard Cartons,1333,562,141,421,771,112.4,28.1,50.8503,4.3517
